,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150
,,s2 -> s13  [label=b],,s2 -> s6 [label=b],,s2 -> s0 [label=b],,s2 -> s14 [label=b],,s2 -> s0 [label=b],,s2 -> s5 [label=b],,s2 -> s10 [label=b],,s2 -> s4 [label=b],,s2 -> s15 [label=b],,s2 -> s9 [label=b],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,s2 -> s9   [label=c],,s2 -> s17 [label=c],,s2 -> s12 [label=c],,s2 -> s19 [label=c],,s2 -> s3 [label=c],,s2 -> s8 [label=c],,s2 -> s3 [label=c],,s2 -> s2 [label=c],,s2 -> s14 [label=c],,s2 -> s15 [label=c],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,s2 -> s14  [label=d],,s2 -> s17 [label=d],,s2 -> s19 [label=d],,s2 -> s3 [label=d],,s2 -> s7 [label=d],,s2 -> s7 [label=d],,s2 -> s15 [label=d],,s2 -> s11 [label=d],,s2 -> s0 [label=d],,s2 -> s1 [label=d],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,s2 -> s1   [label=e],,s2 -> s0 [label=e],,s2 -> s10 [label=e],,s2 -> s17 [label=e],,s2 -> s11 [label=e],,s2 -> s9 [label=e],,s2 -> s6 [label=e],,s2 -> s19 [label=e],,s2 -> s16 [label=e],,s2 -> s0 [label=e],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,s3 -> s13  [label=a],,s3 -> s10 [label=a],,s3 -> s7 [label=a],,s3 -> s16 [label=a],,s3 -> s10 [label=a],,s3 -> s13 [label=a],,s3 -> s13 [label=a],,s3 -> s14 [label=a],,s3 -> s3 [label=a],,s3 -> s15 [label=a],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,s3 -> s6   [label=b],,s3 -> s8 [label=b],,s3 -> s15 [label=b],,s3 -> s7 [label=b],,s3 -> s9 [label=b],,s3 -> s5 [label=b],,s3 -> s9 [label=b],,s3 -> s17 [label=b],,s3 -> s0 [label=b],,s3 -> s19 [label=b],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,s3 -> s11  [label=c],,s3 -> s12 [label=c],,s3 -> s10 [label=c],,s3 -> s5 [label=c],,s3 -> s3 [label=c],,s3 -> s8 [label=c],,s3 -> s2 [label=c],,s3 -> s10 [label=c],,s3 -> s12 [label=c],,s3 -> s9 [label=c],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,s3 -> s16  [label=d],,s3 -> s3 [label=d],,s3 -> s8 [label=d],,s3 -> s10 [label=d],,s3 -> s14 [label=d],,s3 -> s13 [label=d],,s3 -> s5 [label=d],,s3 -> s6 [label=d],,s3 -> s10 [label=d],,s3 -> s10 [label=d],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,s3 -> s16  [label=e],,s3 -> s7 [label=e],,s3 -> s0 [label=e],,s3 -> s1 [label=e],,s3 -> s14 [label=e],,s3 -> s0 [label=e],,s3 -> s1 [label=e],,s3 -> s13 [label=e],,s3 -> s14 [label=e],,s3 -> s4 [label=e],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,s4 -> s18  [label=a],,s4 -> s13 [label=a],,s4 -> s14 [label=a],,s4 -> s0 [label=a],,s4 -> s1 [label=a],,s4 -> s6 [label=a],,s4 -> s11 [label=a],,s4 -> s8 [label=a],,s4 -> s4 [label=a],,s4 -> s1 [label=a],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,s4 -> s2   [label=b],,s4 -> s3 [label=b],,s4 -> s6 [label=b],,s4 -> s5 [label=b],,s4 -> s5 [label=b],,s4 -> s0 [label=b],,s4 -> s8 [label=b],,s4 -> s3 [label=b],,s4 -> s5 [label=b],,s4 -> s2 [label=b],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,s4 -> s18  [label=c],,s4 -> s7 [label=c],,s4 -> s8 [label=c],,s4 -> s18 [label=c],,s4 -> s0 [label=c],,s4 -> s11 [label=c],,s4 -> s6 [label=c],,s4 -> s12 [label=c],,s4 -> s4 [label=c],,s4 -> s5 [label=c],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,s4 -> s10  [label=d],,s4 -> s5 [label=d],,s4 -> s14 [label=d],,s4 -> s0 [label=d],,s4 -> s1 [label=d],,s4 -> s14 [label=d],,s4 -> s4 [label=d],,s4 -> s13 [label=d],,s4 -> s2 [label=d],,s4 -> s0 [label=d],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,s4 -> s7   [label=e],,s4 -> s6 [label=e],,s4 -> s5 [label=e],,s4 -> s10 [label=e],,s4 -> s10 [label=e],,s4 -> s3 [label=e],,s4 -> s7 [label=e],,s4 -> s19 [label=e],,s4 -> s18 [label=e],,s4 -> s4 [label=e],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,s5 -> s15  [label=a],,s5 -> s9 [label=a],,s5 -> s19 [label=a],,s5 -> s17 [label=a],,s5 -> s11 [label=a],,s5 -> s3 [label=a],,s5 -> s14 [label=a],,s5 -> s5 [label=a],,s5 -> s13 [label=a],,s5 -> s0 [label=a],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,s5 -> s7   [label=b],,s5 -> s8 [label=b],,s5 -> s16 [label=b],,s5 -> s8 [label=b],,s5 -> s7 [label=b],,s5 -> s4 [label=b],,s5 -> s8 [label=b],,s5 -> s2 [label=b],,s5 -> s1 [label=b],,s5 -> s2 [label=b],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,s5 -> s7   [label=c],,s5 -> s11 [label=c],,s5 -> s11 [label=c],,s5 -> s4 [label=c],,s5 -> s6 [label=c],,s5 -> s1 [label=c],,s5 -> s17 [label=c],,s5 -> s17 [label=c],,s5 -> s7 [label=c],,s5 -> s18 [label=c],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,s5 -> s2   [label=d],,s5 -> s19 [label=d],,s5 -> s7 [label=d],,s5 -> s13 [label=d],,s5 -> s7 [label=d],,s5 -> s2 [label=d],,s5 -> s3 [label=d],,s5 -> s11 [label=d],,s5 -> s3 [label=d],,s5 -> s8 [label=d],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,s5 -> s19  [label=e],,s5 -> s16 [label=e],,s5 -> s11 [label=e],,s5 -> s12 [label=e],,s5 -> s17 [label=e],,s5 -> s18 [label=e],,s5 -> s14 [label=e],,s5 -> s4 [label=e],,s5 -> s2 [label=e],,s5 -> s6 [label=e],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,s6 -> s4   [label=a],,s6 -> s1 [label=a],,s6 -> s12 [label=a],,s6 -> s9 [label=a],,s6 -> s17 [label=a],,s6 -> s10 [label=a],,s6 -> s17 [label=a],,s6 -> s17 [label=a],,s6 -> s9 [label=a],,s6 -> s4 [label=a],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,s6 -> s8   [label=b],,s6 -> s14 [label=b],,s6 -> s3 [label=b],,s6 -> s14 [label=b],,s6 -> s18 [label=b],,s6 -> s17 [label=b],,s6 -> s16 [label=b],,s6 -> s0 [label=b],,s6 -> s16 [label=b],,s6 -> s4 [label=b],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,s6 -> s3   [label=c],,s6 -> s17 [label=c],,s6 -> s15 [label=c],,s6 -> s18 [label=c],,s6 -> s10 [label=c],,s6 -> s16 [label=c],,s6 -> s10 [label=c],,s6 -> s13 [label=c],,s6 -> s11 [label=c],,s6 -> s10 [label=c],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,s6 -> s9   [label=d],,s6 -> s12 [label=d],,s6 -> s13 [label=d],,s6 -> s5 [label=d],,s6 -> s9 [label=d],,s6 -> s12 [label=d],,s6 -> s3 [label=d],,s6 -> s15 [label=d],,s6 -> s6 [label=d],,s6 -> s19 [label=d],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,s6 -> s19  [label=e],,s6 -> s4 [label=e],,s6 -> s12 [label=e],,s6 -> s2 [label=e],,s6 -> s1 [label=e],,s6 -> s0 [label=e],,s6 -> s15 [label=e],,s6 -> s15 [label=e],,s6 -> s2 [label=e],,s6 -> s12 [label=e],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,s7 -> s18  [label=a],,s7 -> s5 [label=a],,s7 -> s4 [label=a],,s7 -> s0 [label=a],,s7 -> s2 [label=a],,s7 -> s1 [label=a],,s7 -> s13 [label=a],,s7 -> s0 [label=a],,s7 -> s13 [label=a],,s7 -> s17 [label=a],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,s7 -> s2   [label=b],,s7 -> s2 [label=b],,s7 -> s9 [label=b],,s7 -> s15 [label=b],,s7 -> s6 [label=b],,s7 -> s9 [label=b],,s7 -> s14 [label=b],,s7 -> s16 [label=b],,s7 -> s13 [label=b],,s7 -> s19 [label=b],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,s7 -> s11  [label=c],,s7 -> s11 [label=c],,s7 -> s15 [label=c],,s7 -> s14 [label=c],,s7 -> s12 [label=c],,s7 -> s2 [label=c],,s7 -> s11 [label=c],,s7 -> s16 [label=c],,s7 -> s14 [label=c],,s7 -> s0 [label=c],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,s7 -> s6   [label=d],,s7 -> s0 [label=d],,s7 -> s17 [label=d],,s7 -> s15 [label=d],,s7 -> s9 [label=d],,s7 -> s8 [label=d],,s7 -> s5 [label=d],,s7 -> s16 [label=d],,s7 -> s19 [label=d],,s7 -> s18 [label=d],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,s7 -> s15  [label=e],,s7 -> s0 [label=e],,s7 -> s8 [label=e],,s7 -> s2 [label=e],,s7 -> s8 [label=e],,s7 -> s4 [label=e],,s7 -> s19 [label=e],,s7 -> s2 [label=e],,s7 -> s10 [label=e],,s7 -> s6 [label=e],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,s8 -> s5   [label=a],,s8 -> s16 [label=a],,s8 -> s2 [label=a],,s8 -> s17 [label=a],,s8 -> s14 [label=a],,s8 -> s10 [label=a],,s8 -> s0 [label=a],,s8 -> s10 [label=a],,s8 -> s8 [label=a],,s8 -> s1 [label=a],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,s8 -> s5   [label=b],,s8 -> s17 [label=b],,s8 -> s8 [label=b],,s8 -> s17 [label=b],,s8 -> s6 [label=b],,s8 -> s16 [label=b],,s8 -> s8 [label=b],,s8 -> s5 [label=b],,s8 -> s14 [label=b],,s8 -> s7 [label=b],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,s8 -> s13  [label=c],,s8 -> s15 [label=c],,s8 -> s18 [label=c],,s8 -> s18 [label=c],,s8 -> s4 [label=c],,s8 -> s18 [label=c],,s8 -> s16 [label=c],,s8 -> s9 [label=c],,s8 -> s15 [label=c],,s8 -> s11 [label=c],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,s8 -> s4   [label=d],,s8 -> s0 [label=d],,s8 -> s16 [label=d],,s8 -> s14 [label=d],,s8 -> s5 [label=d],,s8 -> s3 [label=d],,s8 -> s11 [label=d],,s8 -> s0 [label=d],,s8 -> s14 [label=d],,s8 -> s11 [label=d],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,s8 -> s1   [label=e],,s8 -> s18 [label=e],,s8 -> s19 [label=e],,s8 -> s2 [label=e],,s8 -> s16 [label=e],,s8 -> s1 [label=e],,s8 -> s18 [label=e],,s8 -> s14 [label=e],,s8 -> s17 [label=e],,s8 -> s16 [label=e],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,s9 -> s18  [label=a],,s9 -> s7 [label=a],,s9 -> s1 [label=a],,s9 -> s13 [label=a],,s9 -> s18 [label=a],,s9 -> s11 [label=a],,s9 -> s3 [label=a],,s9 -> s16 [label=a],,s9 -> s0 [label=a],,s9 -> s12 [label=a],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,s9 -> s12  [label=b],,s9 -> s15 [label=b],,s9 -> s13 [label=b],,s9 -> s11 [label=b],,s9 -> s3 [label=b],,s9 -> s2 [label=b],,s9 -> s16 [label=b],,s9 -> s3 [label=b],,s9 -> s10 [label=b],,s9 -> s17 [label=b],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,s9 -> s8   [label=c],,s9 -> s8 [label=c],,s9 -> s14 [label=c],,s9 -> s3 [label=c],,s9 -> s12 [label=c],,s9 -> s13 [label=c],,s9 -> s4 [label=c],,s9 -> s18 [label=c],,s9 -> s4 [label=c],,s9 -> s9 [label=c],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,s9 -> s13  [label=d],,s9 -> s1 [label=d],,s9 -> s18 [label=d],,s9 -> s6 [label=d],,s9 -> s9 [label=d],,s9 -> s9 [label=d],,s9 -> s5 [label=d],,s9 -> s17 [label=d],,s9 -> s6 [label=d],,s9 -> s14 [label=d],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,s9 -> s17  [label=e],,s9 -> s1 [label=e],,s9 -> s5 [label=e],,s9 -> s1 [label=e],,s9 -> s9 [label=e],,s9 -> s9 [label=e],,s9 -> s7 [label=e],,s9 -> s18 [label=e],,s9 -> s18 [label=e],,s9 -> s10 [label=e],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,s10 -> s9  [label=a],,s10 -> s11 [label=a],,s10 -> s5 [label=a],,s10 -> s13 [label=a],,s10 -> s13 [label=a],,s10 -> s12 [label=a],,s10 -> s10 [label=a],,s10 -> s7 [label=a],,s10 -> s18 [label=a],,s10 -> s8 [label=a],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,s10 -> s0  [label=b],,s10 -> s11 [label=b],,s10 -> s3 [label=b],,s10 -> s6 [label=b],,s10 -> s17 [label=b],,s10 -> s14 [label=b],,s10 -> s6 [label=b],,s10 -> s1 [label=b],,s10 -> s8 [label=b],,s10 -> s10 [label=b],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,s10 -> s5  [label=c],,s10 -> s14 [label=c],,s10 -> s4 [label=c],,s10 -> s4 [label=c],,s10 -> s12 [label=c],,s10 -> s3 [label=c],,s10 -> s4 [label=c],,s10 -> s11 [label=c],,s10 -> s1 [label=c],,s10 -> s3 [label=c],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,s10 -> s7  [label=d],,s10 -> s9 [label=d],,s10 -> s1 [label=d],,s10 -> s16 [label=d],,s10 -> s6 [label=d],,s10 -> s6 [label=d],,s10 -> s5 [label=d],,s10 -> s5 [label=d],,s10 -> s9 [label=d],,s10 -> s16 [label=d],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,s10 -> s0  [label=e],,s10 -> s12 [label=e],,s10 -> s12 [label=e],,s10 -> s1 [label=e],,s10 -> s0 [label=e],,s10 -> s12 [label=e],,s10 -> s14 [label=e],,s10 -> s15 [label=e],,s10 -> s6 [label=e],,s10 -> s1 [label=e],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,s11 -> s1  [label=a],,s11 -> s18 [label=a],,s11 -> s17 [label=a],,s11 -> s7 [label=a],,s11 -> s13 [label=a],,s11 -> s10 [label=a],,s11 -> s15 [label=a],,s11 -> s9 [label=a],,s11 -> s13 [label=a],,s11 -> s11 [label=a],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,s11 -> s7  [label=b],,s11 -> s18 [label=b],,s11 -> s16 [label=b],,s11 -> s13 [label=b],,s11 -> s4 [label=b],,s11 -> s8 [label=b],,s11 -> s6 [label=b],,s11 -> s8 [label=b],,s11 -> s15 [label=b],,s11 -> s6 [label=b],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,s11 -> s18 [label=c],,s11 -> s14 [label=c],,s11 -> s17 [label=c],,s11 -> s7 [label=c],,s11 -> s3 [label=c],,s11 -> s19 [label=c],,s11 -> s19 [label=c],,s11 -> s7 [label=c],,s11 -> s12 [label=c],,s11 -> s17 [label=c],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,s11 -> s1  [label=d],,s11 -> s5 [label=d],,s11 -> s17 [label=d],,s11 -> s18 [label=d],,s11 -> s5 [label=d],,s11 -> s8 [label=d],,s11 -> s4 [label=d],,s11 -> s10 [label=d],,s11 -> s3 [label=d],,s11 -> s9 [label=d],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,s11 -> s12 [label=e],,s11 -> s8 [label=e],,s11 -> s5 [label=e],,s11 -> s11 [label=e],,s11 -> s8 [label=e],,s11 -> s13 [label=e],,s11 -> s10 [label=e],,s11 -> s3 [label=e],,s11 -> s3 [label=e],,s11 -> s10 [label=e],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,s12 -> s14 [label=a],,s12 -> s18 [label=a],,s12 -> s10 [label=a],,s12 -> s6 [label=a],,s12 -> s15 [label=a],,s12 -> s10 [label=a],,s12 -> s19 [label=a],,s12 -> s8 [label=a],,s12 -> s5 [label=a],,s12 -> s7 [label=a],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
