,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150
,,s12 -> s8  [label=b],,s12 -> s13 [label=b],,s12 -> s3 [label=b],,s12 -> s12 [label=b],,s12 -> s14 [label=b],,s12 -> s10 [label=b],,s12 -> s19 [label=b],,s12 -> s8 [label=b],,s12 -> s2 [label=b],,s12 -> s13 [label=b],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,s12 -> s9  [label=c],,s12 -> s2 [label=c],,s12 -> s13 [label=c],,s12 -> s11 [label=c],,s12 -> s0 [label=c],,s12 -> s5 [label=c],,s12 -> s0 [label=c],,s12 -> s7 [label=c],,s12 -> s17 [label=c],,s12 -> s4 [label=c],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,s12 -> s15 [label=d],,s12 -> s0 [label=d],,s12 -> s11 [label=d],,s12 -> s9 [label=d],,s12 -> s11 [label=d],,s12 -> s11 [label=d],,s12 -> s2 [label=d],,s12 -> s19 [label=d],,s12 -> s7 [label=d],,s12 -> s18 [label=d],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,s12 -> s13 [label=e],,s12 -> s7 [label=e],,s12 -> s4 [label=e],,s12 -> s6 [label=e],,s12 -> s14 [label=e],,s12 -> s5 [label=e],,s12 -> s11 [label=e],,s12 -> s6 [label=e],,s12 -> s19 [label=e],,s12 -> s14 [label=e],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,s13 -> s15 [label=a],,s13 -> s13 [label=a],,s13 -> s6 [label=a],,s13 -> s2 [label=a],,s13 -> s1 [label=a],,s13 -> s2 [label=a],,s13 -> s4 [label=a],,s13 -> s3 [label=a],,s13 -> s10 [label=a],,s13 -> s14 [label=a],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,s13 -> s12 [label=b],,s13 -> s15 [label=b],,s13 -> s3 [label=b],,s13 -> s3 [label=b],,s13 -> s10 [label=b],,s13 -> s2 [label=b],,s13 -> s0 [label=b],,s13 -> s14 [label=b],,s13 -> s3 [label=b],,s13 -> s5 [label=b],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,s13 -> s1  [label=c],,s13 -> s14 [label=c],,s13 -> s1 [label=c],,s13 -> s7 [label=c],,s13 -> s8 [label=c],,s13 -> s1 [label=c],,s13 -> s1 [label=c],,s13 -> s13 [label=c],,s13 -> s1 [label=c],,s13 -> s5 [label=c],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,s13 -> s11 [label=d],,s13 -> s6 [label=d],,s13 -> s7 [label=d],,s13 -> s0 [label=d],,s13 -> s5 [label=d],,s13 -> s16 [label=d],,s13 -> s6 [label=d],,s13 -> s3 [label=d],,s13 -> s11 [label=d],,s13 -> s13 [label=d],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,s13 -> s3  [label=e],,s13 -> s11 [label=e],,s13 -> s9 [label=e],,s13 -> s16 [label=e],,s13 -> s10 [label=e],,s13 -> s4 [label=e],,s13 -> s0 [label=e],,s13 -> s18 [label=e],,s13 -> s15 [label=e],,s13 -> s13 [label=e],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,s14 -> s9  [label=a],,s14 -> s5 [label=a],,s14 -> s2 [label=a],,s14 -> s4 [label=a],,s14 -> s17 [label=a],,s14 -> s6 [label=a],,s14 -> s11 [label=a],,s14 -> s7 [label=a],,s14 -> s6 [label=a],,s14 -> s3 [label=a],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,s14 -> s17 [label=b],,s14 -> s5 [label=b],,s14 -> s14 [label=b],,s14 -> s14 [label=b],,s14 -> s7 [label=b],,s14 -> s17 [label=b],,s14 -> s13 [label=b],,s14 -> s0 [label=b],,s14 -> s5 [label=b],,s14 -> s5 [label=b],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,s14 -> s8  [label=c],,s14 -> s19 [label=c],,s14 -> s14 [label=c],,s14 -> s3 [label=c],,s14 -> s16 [label=c],,s14 -> s6 [label=c],,s14 -> s2 [label=c],,s14 -> s11 [label=c],,s14 -> s8 [label=c],,s14 -> s15 [label=c],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,s14 -> s6  [label=d],,s14 -> s9 [label=d],,s14 -> s6 [label=d],,s14 -> s1 [label=d],,s14 -> s16 [label=d],,s14 -> s14 [label=d],,s14 -> s7 [label=d],,s14 -> s4 [label=d],,s14 -> s17 [label=d],,s14 -> s8 [label=d],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,s14 -> s16 [label=e],,s14 -> s4 [label=e],,s14 -> s2 [label=e],,s14 -> s9 [label=e],,s14 -> s4 [label=e],,s14 -> s7 [label=e],,s14 -> s17 [label=e],,s14 -> s9 [label=e],,s14 -> s17 [label=e],,s14 -> s12 [label=e],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,s15 -> s2  [label=a],,s15 -> s6 [label=a],,s15 -> s1 [label=a],,s15 -> s17 [label=a],,s15 -> s18 [label=a],,s15 -> s19 [label=a],,s15 -> s9 [label=a],,s15 -> s9 [label=a],,s15 -> s5 [label=a],,s15 -> s7 [label=a],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,s15 -> s4  [label=b],,s15 -> s1 [label=b],,s15 -> s11 [label=b],,s15 -> s15 [label=b],,s15 -> s11 [label=b],,s15 -> s15 [label=b],,s15 -> s10 [label=b],,s15 -> s11 [label=b],,s15 -> s11 [label=b],,s15 -> s18 [label=b],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,s15 -> s3  [label=c],,s15 -> s16 [label=c],,s15 -> s7 [label=c],,s15 -> s12 [label=c],,s15 -> s12 [label=c],,s15 -> s18 [label=c],,s15 -> s12 [label=c],,s15 -> s18 [label=c],,s15 -> s13 [label=c],,s15 -> s11 [label=c],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,s15 -> s19 [label=d],,s15 -> s10 [label=d],,s15 -> s17 [label=d],,s15 -> s15 [label=d],,s15 -> s7 [label=d],,s15 -> s6 [label=d],,s15 -> s16 [label=d],,s15 -> s1 [label=d],,s15 -> s16 [label=d],,s15 -> s2 [label=d],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,s15 -> s4  [label=e],,s15 -> s15 [label=e],,s15 -> s18 [label=e],,s15 -> s10 [label=e],,s15 -> s17 [label=e],,s15 -> s5 [label=e],,s15 -> s2 [label=e],,s15 -> s1 [label=e],,s15 -> s15 [label=e],,s15 -> s18 [label=e],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,s16 -> s14 [label=a],,s16 -> s10 [label=a],,s16 -> s6 [label=a],,s16 -> s11 [label=a],,s16 -> s0 [label=a],,s16 -> s4 [label=a],,s16 -> s15 [label=a],,s16 -> s12 [label=a],,s16 -> s18 [label=a],,s16 -> s19 [label=a],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,s16 -> s10 [label=b],,s16 -> s13 [label=b],,s16 -> s1 [label=b],,s16 -> s5 [label=b],,s16 -> s15 [label=b],,s16 -> s17 [label=b],,s16 -> s0 [label=b],,s16 -> s12 [label=b],,s16 -> s0 [label=b],,s16 -> s17 [label=b],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,s16 -> s5  [label=c],,s16 -> s3 [label=c],,s16 -> s4 [label=c],,s16 -> s9 [label=c],,s16 -> s4 [label=c],,s16 -> s17 [label=c],,s16 -> s9 [label=c],,s16 -> s7 [label=c],,s16 -> s8 [label=c],,s16 -> s2 [label=c],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,s16 -> s10 [label=d],,s16 -> s16 [label=d],,s16 -> s4 [label=d],,s16 -> s9 [label=d],,s16 -> s15 [label=d],,s16 -> s15 [label=d],,s16 -> s3 [label=d],,s16 -> s4 [label=d],,s16 -> s4 [label=d],,s16 -> s0 [label=d],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,s16 -> s12 [label=e],,s16 -> s1 [label=e],,s16 -> s19 [label=e],,s16 -> s19 [label=e],,s16 -> s6 [label=e],,s16 -> s15 [label=e],,s16 -> s14 [label=e],,s16 -> s5 [label=e],,s16 -> s8 [label=e],,s16 -> s12 [label=e],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,s17 -> s10 [label=a],,s17 -> s4 [label=a],,s17 -> s16 [label=a],,s17 -> s1 [label=a],,s17 -> s12 [label=a],,s17 -> s18 [label=a],,s17 -> s5 [label=a],,s17 -> s6 [label=a],,s17 -> s11 [label=a],,s17 -> s12 [label=a],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,s17 -> s6  [label=b],,s17 -> s10 [label=b],,s17 -> s18 [label=b],,s17 -> s8 [label=b],,s17 -> s16 [label=b],,s17 -> s7 [label=b],,s17 -> s13 [label=b],,s17 -> s2 [label=b],,s17 -> s7 [label=b],,s17 -> s13 [label=b],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,s17 -> s8  [label=c],,s17 -> s10 [label=c],,s17 -> s0 [label=c],,s17 -> s12 [label=c],,s17 -> s5 [label=c],,s17 -> s1 [label=c],,s17 -> s15 [label=c],,s17 -> s14 [label=c],,s17 -> s16 [label=c],,s17 -> s6 [label=c],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,s17 -> s14 [label=d],,s17 -> s9 [label=d],,s17 -> s12 [label=d],,s17 -> s7 [label=d],,s17 -> s18 [label=d],,s17 -> s15 [label=d],,s17 -> s12 [label=d],,s17 -> s5 [label=d],,s17 -> s10 [label=d],,s17 -> s15 [label=d],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,s17 -> s3  [label=e],,s17 -> s12 [label=e],,s17 -> s9 [label=e],,s17 -> s4 [label=e],,s17 -> s8 [label=e],,s17 -> s16 [label=e],,s17 -> s9 [label=e],,s17 -> s1 [label=e],,s17 -> s18 [label=e],,s17 -> s11 [label=e],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,s18 -> s17 [label=a],,s18 -> s4 [label=a],,s18 -> s10 [label=a],,s18 -> s0 [label=a],,s18 -> s13 [label=a],,s18 -> s13 [label=a],,s18 -> s2 [label=a],,s18 -> s0 [label=a],,s18 -> s2 [label=a],,s18 -> s8 [label=a],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,s18 -> s14 [label=b],,s18 -> s8 [label=b],,s18 -> s9 [label=b],,s18 -> s15 [label=b],,s18 -> s19 [label=b],,s18 -> s12 [label=b],,s18 -> s7 [label=b],,s18 -> s10 [label=b],,s18 -> s9 [label=b],,s18 -> s3 [label=b],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,s18 -> s16 [label=c],,s18 -> s12 [label=c],,s18 -> s15 [label=c],,s18 -> s18 [label=c],,s18 -> s13 [label=c],,s18 -> s9 [label=c],,s18 -> s18 [label=c],,s18 -> s14 [label=c],,s18 -> s12 [label=c],,s18 -> s16 [label=c],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,s18 -> s2  [label=d],,s18 -> s9 [label=d],,s18 -> s3 [label=d],,s18 -> s13 [label=d],,s18 -> s13 [label=d],,s18 -> s7 [label=d],,s18 -> s17 [label=d],,s18 -> s9 [label=d],,s18 -> s16 [label=d],,s18 -> s15 [label=d],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,s18 -> s11 [label=e],,s18 -> s16 [label=e],,s18 -> s11 [label=e],,s18 -> s3 [label=e],,s18 -> s15 [label=e],,s18 -> s12 [label=e],,s18 -> s1 [label=e],,s18 -> s1 [label=e],,s18 -> s19 [label=e],,s18 -> s14 [label=e],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Min steps to goal
from each state",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s0:,1,,2,,2,,2,,3,,2,,2,,2,,2,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s1:,2,,3,,2,,3,,2,,2,,3,,2,,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s2:,3,,1,,1,,1,,4,,3,,3,,1,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s3:,2,,3,,2,,2,,3,,3,,3,,3,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s4:,3,,2,,2,,3,,3,,2,,2,,1,,2,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s5:,1,,1,,1,,3,,3,,3,,3,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s6:,1,,2,,3,,2,,2,,3,,3,,3,,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s7:,2,,2,,2,,2,,3,,3,,1,,2,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s8:,2,,3,,1,,2,,3,,3,,2,,3,,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s9:,3,,3,,2,,3,,2,,2,,2,,3,,2,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s10:,2,,2,,2,,2,,3,,3,,3,,3,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s11:,3,,2,,2,,3,,4,,1,,1,,3,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s12:,2,,2,,3,,3,,3,,2,,1,,1,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s13:,2,,2,,3,,2,,3,,3,,3,,3,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s14:,2,,1,,2,,3,,3,,3,,2,,2,,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s15:,1,,3,,3,,3,,2,,1,,2,,3,,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s16:,2,,3,,1,,1,,3,,2,,3,,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s17:,2,,3,,2,,3,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s18:,3,,3,,3,,3,,1,,3,,2,,3,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avg-min-steps / FSM:,,2.052631579,,2.263157895,,2.052631579,,2.421052632,,2.736842105,,2.421052632,,2.263157895,,2.315789474,,2.210526316,,2.052631579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
